Factor1,Factor2,Factor3
0.04083114847517717,-1.7934556003432696,0.402158307330898
-0.1362042198771181,-0.7889865635782938,0.09394498933062329
-0.42448399121455965,-0.28910113990087305,-0.03772642373283807
0.5456789185838957,-0.4589311823801354,0.4285313240586013
0.35874690929062425,0.09563328812289013,-0.3645391836770649
0.2917571868168336,0.15006126422256708,0.28681100068608945
1.2331143719065065,0.08858176254976956,0.1319842206978887
1.2538444793827468,0.9658660578932049,0.1301914580570541
1.726468397886063,0.45118552327936545,-0.556226142043249
0.8194524649328275,1.1743828837589048,-0.49766828499796156
-1.4808645780349317,0.244303866186392,0.043070058301366794
-0.509930320461755,-1.6648151330670093,-0.23167731079499723
-1.0773836701771016,-0.12258716221548416,-0.01976990546779167
-1.5482135377857935,0.1106880830633027,0.2996484711879479
-1.1613576107886439,-0.022858972544611215,0.25625601042273194
-1.668580175310631,0.6023256653363702,0.19935079471980843
-0.3245638399388922,-0.4685520344178768,-0.04328181463819428
0.5075850837061422,-1.3992077609428846,0.5074143293830644
-1.3431996035181284,0.9178212385749872,0.2378367536992473
-0.13053898796367205,-0.18535779653005718,1.3116323471761253
-1.9158396444783181,-0.646515845504465,0.2372221920889005
-1.2371742288302492,-0.6863506486396861,0.13606017771392814
-0.3011105006227062,-1.280642953336009,-0.5666494054693701
0.22589657368894978,-1.6629853594410051,-0.32801943912475934
-0.7884584251654437,-0.8252687321287359,0.43028298898920475
-0.35448163678258116,-0.9781240432069825,0.9505695769255718
0.7657448877220407,-1.6736186412013816,-0.39268222356263244
-1.0711840421208043,0.21887908749507864,-0.47978477688073595
-0.9189488751090358,0.2131434297439872,-0.03524493451249681
-0.5410098350189908,-0.04255463104450317,0.023323758046062643
-0.05543963195644234,-2.0653420374191422,-0.4543107428088076
-1.3076912253164048,0.0037124062074239,-0.13068296201112528
-1.2107021950122046,0.11895296838826767,0.20872630867988878
-0.8226378761210704,0.0878409160551606,0.33308745576020027
-0.2818104577737369,0.002331481925143501,-0.569969216412829
-1.1603019962393142,0.8198907688302539,-0.03751861440234787
-0.4786094432461797,0.1894166173065424,-0.5614676859511908
0.6277610336542409,-1.0199475494455679,0.11045591007814044
0.19933755752322485,0.8060130177542122,0.3351755824412469
1.438956636910465,-0.12490482161492222,-0.05140366180087614
0.4344247868303504,-1.8642094722549205,0.656492327592755
-1.2712948609491186,-0.46710763757543355,0.0573955703294269
-1.2335728813401998,0.41358071033077254,-0.17134036288756777
-0.6188136028133565,-0.6233899384850295,-0.030831315897086934
0.8464226930375381,-1.539918438646663,-0.7286433398388416
