cluster,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score
0,0.9305258462060452,0.9044477965623593,0.658475454642339,0.03643158158565908,-0.031560752042365664,-0.0022310228144278663,-0.18465048044625196,0.18128656213731917
1,-0.79979080996222,-0.7773766185329366,-0.5659623742380432,-0.03131309491659964,0.0271265967967442,0.0019175733281033675,0.15870785096206758,-0.15581654927505062
